지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
108,서울,2019-12-01,4.6,2.3,2354,6.2,1212
108,서울,2019-12-02,-0.1,-3.2,2355,2.8,1404
108,서울,2019-12-03,0.5,-5,520,4.2,1501
108,서울,2019-12-04,2,-2,757,7.2,1403
108,서울,2019-12-05,-4.4,-8.5,2335,-0.2,3
108,서울,2019-12-06,-5.9,-10.6,753,-1,1524
108,서울,2019-12-07,-2.4,-5.5,154,1.2,1603
108,서울,2019-12-08,-0.9,-5.5,743,4.9,1445
108,서울,2019-12-09,3.2,-1.3,301,8,2311
108,서울,2019-12-10,8.1,6,825,10.8,1532
108,서울,2019-12-11,6.3,0.1,2357,9.8,647
108,서울,2019-12-12,-0.7,-3.5,813,3.4,1458
108,서울,2019-12-13,2.1,-3.7,629,5.9,2209
108,서울,2019-12-14,2.7,-0.1,812,6.4,1424
108,서울,2019-12-15,5.3,0.4,225,11,1453
108,서울,2019-12-16,7.8,2.1,517,12.9,1531
108,서울,2019-12-17,7.7,3.2,2356,10.2,1
108,서울,2019-12-18,0.8,-1.7,815,5.2,1339
108,서울,2019-12-19,-0.8,-4.5,740,3.1,1506
108,서울,2019-12-20,-1.1,-3.5,2352,2,1422
108,서울,2019-12-21,-1.2,-5.1,603,1.5,1344
108,서울,2019-12-22,4.1,0.3,703,8.4,1513
108,서울,2019-12-23,3.4,0.3,2351,5.2,1
108,서울,2019-12-24,0.8,-2.9,658,6.5,1451
108,서울,2019-12-25,2,-2.7,539,6.6,1453
108,서울,2019-12-26,2,-2.4,2354,4.1,1439
108,서울,2019-12-27,-1.7,-4.6,724,2.6,1442
108,서울,2019-12-28,1.1,-3.6,336,6.1,1347
108,서울,2019-12-29,3.8,1.1,43,6.2,1525
108,서울,2019-12-30,2.7,-5.7,2359,6.8,1131
108,서울,2019-12-31,-7.9,-10.9,734,-4.5,1526
108,서울,2020-01-01,-2.2,-6.5,1,0.3,1457
108,서울,2020-01-02,1,-0.7,1,3.8,1500
108,서울,2020-01-03,-0.1,-3.4,807,4.6,1547
108,서울,2020-01-04,1.2,-2.8,512,6.1,1450
108,서울,2020-01-05,1.3,-3.2,821,6.6,1453
108,서울,2020-01-06,3.1,0.6,53,4.6,1158
108,서울,2020-01-07,6.3,4.2,1,7.7,2350
108,서울,2020-01-08,2.4,-0.4,2336,8.9,47
108,서울,2020-01-09,-1.2,-3.1,2349,2,1534
108,서울,2020-01-10,-0.6,-4.3,453,4.2,1534
108,서울,2020-01-11,-0.1,-2.6,806,3.9,1334
108,서울,2020-01-12,-1,-3.5,633,2.8,1551
108,서울,2020-01-13,-2.9,-4.7,632,0.2,1422
108,서울,2020-01-14,-2.3,-5.7,637,2.6,1413
108,서울,2020-01-15,-2.7,-6.4,722,2.2,1510
108,서울,2020-01-16,-1.7,-5.5,816,3.2,1430
108,서울,2020-01-17,-0.6,-4.8,720,4.9,1449
108,서울,2020-01-18,0.3,-4.1,802,5.9,1503
108,서울,2020-01-19,1.9,-0.4,3,5.3,1510
108,서울,2020-01-20,0.7,-3.3,2324,5.5,1313
108,서울,2020-01-21,-0.4,-5.6,800,5.5,1541
108,서울,2020-01-22,3,-0.1,47,7.8,1447
108,서울,2020-01-23,4.6,0,802,9.9,1450
108,서울,2020-01-24,2.8,-1.3,816,7.4,1534
108,서울,2020-01-25,4.3,0.6,251,8.8,1202
108,서울,2020-01-26,5.5,-0.2,747,11.9,1516
108,서울,2020-01-27,5.9,4.8,2331,7.5,1418
108,서울,2020-01-28,6.8,4.3,231,9.9,1442
108,서울,2020-01-29,6,3.2,708,9.6,1450
108,서울,2020-01-30,5.2,1.4,814,10.4,1249
108,서울,2020-01-31,3.9,1.4,2357,8.9,1347
108,서울,2020-02-01,2.6,-1.2,705,7.6,1556
108,서울,2020-02-02,1.5,-2.1,747,5.3,1309
108,서울,2020-02-03,-0.4,-2.9,2357,3,1456
108,서울,2020-02-04,-1.6,-6,635,3.9,1429
108,서울,2020-02-05,-8.3,-11,757,-4.9,1601
108,서울,2020-02-06,-6.4,-11.8,634,0.4,1433
108,서울,2020-02-07,-1.7,-7.2,123,2.2,1533
108,서울,2020-02-08,-0.1,-2.3,803,3.7,1611
108,서울,2020-02-09,-0.5,-5.6,742,4.1,1447
108,서울,2020-02-10,4,-0.7,646,9.6,1500
108,서울,2020-02-11,6.8,-0.5,711,14.6,1526
108,서울,2020-02-12,7.4,6.5,1219,8.2,1928
108,서울,2020-02-13,6.5,4.9,656,8.7,1534
108,서울,2020-02-14,8.1,3.2,708,14.7,1631
108,서울,2020-02-15,9.8,6.2,735,15.6,1250
108,서울,2020-02-16,-1.4,-4.3,2245,7.7,1
108,서울,2020-02-17,-5.9,-7.1,2258,-3.9,130
108,서울,2020-02-18,-4.1,-8.3,745,1.3,1608
108,서울,2020-02-19,1,-4.4,624,6.4,1512
108,서울,2020-02-20,4.6,-0.6,659,10.8,1547
108,서울,2020-02-21,6.7,2.1,459,10.9,1438
108,서울,2020-02-22,4,0,2340,7.9,1246
108,서울,2020-02-23,2.5,-2.5,645,8,1446
108,서울,2020-02-24,7,0.8,514,12.2,1408
108,서울,2020-02-25,6.7,4.7,2400,9.4,1642
108,서울,2020-02-26,6.4,2.8,423,10.4,1513
108,서울,2020-02-27,6.1,1.3,657,12.5,1528
108,서울,2020-02-28,4.5,3.6,1335,5.9,1013
108,서울,2020-02-29,7.7,4.5,1,13,1550
108,서울,2020-03-01,5.8,3.2,511,10.1,1314
108,서울,2020-03-02,3.4,0,723,7.6,1546
108,서울,2020-03-03,4.8,0.3,441,10.5,1329
108,서울,2020-03-04,2.2,-1.3,2351,4.6,1046
108,서울,2020-03-05,1.4,-2.8,654,6.3,1527
108,서울,2020-03-06,3.7,-2.5,718,10.1,1621
108,서울,2020-03-07,7,1.3,633,14.2,1442
108,서울,2020-03-08,9.3,2.3,723,16.9,1559
108,서울,2020-03-09,11.1,4.8,719,17.6,1423
108,서울,2020-03-10,6.4,3.2,2343,10.8,1
108,서울,2020-03-11,3.8,0,658,8.3,1454
108,서울,2020-03-12,6.8,0.2,638,13.3,1435
108,서울,2020-03-13,4.9,-0.1,2400,8.7,1427
108,서울,2020-03-14,3.6,-2.7,642,8.6,1440
108,서울,2020-03-15,4,0.2,2335,8.5,1327
108,서울,2020-03-16,3.6,-2.1,638,9.1,1510
108,서울,2020-03-17,6.6,3.1,46,12.3,1537
108,서울,2020-03-18,10,2.7,726,17,1550
108,서울,2020-03-19,9.1,5.8,2400,12.1,641
108,서울,2020-03-20,8.8,3.1,641,14,1421
108,서울,2020-03-21,12.8,7.9,107,19.5,1538
108,서울,2020-03-22,11,6.1,631,16.5,1402
108,서울,2020-03-23,10.6,5.4,516,17,1507
108,서울,2020-03-24,11.4,5.3,558,17.9,1444
108,서울,2020-03-25,12.5,6.1,644,19.2,1401
108,서울,2020-03-26,14.8,8.1,622,20.6,1330
108,서울,2020-03-27,11.9,6.7,2357,15.8,1512
108,서울,2020-03-28,7.7,4.5,622,12.8,1522
108,서울,2020-03-29,8.7,1.3,632,16.1,1520
108,서울,2020-03-30,10.2,4.3,658,16.9,1542
108,서울,2020-03-31,11.9,4.7,622,18.6,1401
108,서울,2020-04-01,11.3,6,2358,17.4,1350
108,서울,2020-04-02,9.3,3.4,613,15.5,1315
108,서울,2020-04-03,10,5.3,504,16.3,1434
108,서울,2020-04-04,8.9,5,2358,13.3,1505
108,서울,2020-04-05,7.2,1.9,605,13.7,1516
108,서울,2020-04-06,9.3,2.9,601,16.1,1348
108,서울,2020-04-07,10.6,6,430,16.8,1416
108,서울,2020-04-08,9.4,5.2,457,14.2,1557
108,서울,2020-04-09,8.9,4.3,604,14.7,1437
108,서울,2020-04-10,10.7,5.8,520,16.8,1527
108,서울,2020-04-11,9.9,6.2,630,16,1441
108,서울,2020-04-12,9.9,4.4,617,15.6,1136
108,서울,2020-04-13,12.4,4.3,617,20.4,1617
108,서울,2020-04-14,13,7.6,631,19.6,1351
108,서울,2020-04-15,13.2,7.2,609,20.2,1510
108,서울,2020-04-16,16,8.9,353,23.8,1535
108,서울,2020-04-17,12.5,10.4,959,15.4,201
108,서울,2020-04-18,13.5,8.5,632,19.6,1455
108,서울,2020-04-19,12.3,9.5,2300,15.5,1332
108,서울,2020-04-20,10,7.6,2353,13.1,1059
108,서울,2020-04-21,7.4,4.8,2257,10.4,1418
108,서울,2020-04-22,6,4.1,550,8.3,1405
108,서울,2020-04-23,7.9,2.9,543,12.8,1456
108,서울,2020-04-24,9.9,4.1,612,14.3,1409
108,서울,2020-04-25,13.1,9.9,1,17.1,1447
108,서울,2020-04-26,12.3,6.8,612,19,1527
108,서울,2020-04-27,12.9,8.7,516,18.3,1419
108,서울,2020-04-28,13.9,7.8,555,19.9,1447
108,서울,2020-04-29,14.9,9.3,559,21,1333
108,서울,2020-04-30,17.1,9.3,553,23.4,1459
108,서울,2020-05-01,20.2,16.4,301,26.2,1450
108,서울,2020-05-02,20.3,18,328,23.9,1500
108,서울,2020-05-03,21.8,17,520,27.4,1459
108,서울,2020-05-04,20.2,14.8,2359,25.3,1358
108,서울,2020-05-05,16,13.1,519,19.3,1211
108,서울,2020-05-06,19.4,11.1,546,27.6,1546
108,서울,2020-05-07,20.7,14.9,541,26.5,1419
108,서울,2020-05-08,19.9,14.3,2357,27.3,1423
108,서울,2020-05-09,14.2,12.7,338,16.8,1623
108,서울,2020-05-10,14.4,12.8,138,16.6,1405
108,서울,2020-05-11,16.5,12.4,2358,22,1414
108,서울,2020-05-12,14.3,10.5,516,18.9,1527
108,서울,2020-05-13,16.1,10.2,607,21.8,1420
108,서울,2020-05-14,19.3,12.4,402,25.4,1346
108,서울,2020-05-15,16.1,14.1,1052,20.2,426
108,서울,2020-05-16,16.7,15,1,20.3,1644
108,서울,2020-05-17,19.1,14.6,537,24.9,1640
108,서울,2020-05-18,19.1,13.2,2202,26.8,1429
108,서울,2020-05-19,13,10.1,2355,17.1,1605
108,서울,2020-05-20,14.4,9.2,213,20.1,1427
108,서울,2020-05-21,17.4,10.9,519,22.9,1630
108,서울,2020-05-22,18.5,14.8,541,22.7,1541
108,서울,2020-05-23,20.1,16.6,545,25,1530
108,서울,2020-05-24,17.1,14.3,2319,20.2,1415
108,서울,2020-05-25,16.6,13.7,2357,21.3,1513
108,서울,2020-05-26,16.2,12.7,535,22.9,1400
108,서울,2020-05-27,17.4,11.8,602,23.9,1450
108,서울,2020-05-28,18.7,14.2,529,23.4,1605
108,서울,2020-05-29,20.7,14.6,546,27.6,1652
108,서울,2020-05-30,22.6,16.5,530,30,1601
108,서울,2020-05-31,21.2,17.6,523,28,1332
108,서울,2020-06-01,19.7,16.6,528,24.5,1603
108,서울,2020-06-02,17.9,14.8,449,21.8,1526
108,서울,2020-06-03,22,17.6,546,28.4,1516
108,서울,2020-06-04,21.9,19.7,2358,26.5,1401
108,서울,2020-06-05,23,18.4,443,28.7,1529
108,서울,2020-06-06,24.6,19.2,541,30.9,1543
108,서울,2020-06-07,22.7,19.2,318,29.2,1545
108,서울,2020-06-08,25,19.8,101,32,1529
108,서울,2020-06-09,26.7,20.3,558,32.8,1502
108,서울,2020-06-10,25.8,22.5,548,32.1,1356
108,서울,2020-06-11,26.1,21.7,511,31.6,1620
108,서울,2020-06-12,24.7,21.6,525,27.6,1421
108,서울,2020-06-13,26.9,20.6,541,33.5,1513
108,서울,2020-06-14,24,20.1,2355,28.8,1433
108,서울,2020-06-15,23,18.2,548,28.6,1500
108,서울,2020-06-16,24.4,20,357,30.7,1527
108,서울,2020-06-17,24.3,20.2,533,30.3,1455
108,서울,2020-06-18,23.4,20.3,541,27.3,1551
108,서울,2020-06-19,24.7,21.1,658,30,1448
108,서울,2020-06-20,24.9,20.7,503,29.7,1254
108,서울,2020-06-21,26.1,19.5,544,32.7,1450
108,서울,2020-06-22,28.6,21.7,522,35.4,1509
108,서울,2020-06-23,27.3,23.2,610,31,1405
108,서울,2020-06-24,22.3,19.9,1250,26.3,1
108,서울,2020-06-25,21.6,20.1,2331,23.4,1527
108,서울,2020-06-26,21.8,19.2,338,25.7,1529
108,서울,2020-06-27,24.1,20.4,524,29.6,1525
108,서울,2020-06-28,25.2,21.5,554,30.1,1507
108,서울,2020-06-29,23.8,20.6,2357,26.5,1059
108,서울,2020-06-30,20.1,18.4,507,23.1,1450
108,서울,2020-07-01,21.1,18.1,447,24.3,1642
108,서울,2020-07-02,24.2,20.4,114,29.8,1635
108,서울,2020-07-03,25.5,21.6,2400,30.6,1508
108,서울,2020-07-04,24.2,20.4,542,29.5,1451
108,서울,2020-07-05,23.8,19.9,521,27.6,1313
108,서울,2020-07-06,25.6,21.8,554,30.9,1605
108,서울,2020-07-07,24.1,22.1,659,28.1,1647
108,서울,2020-07-08,25.5,21.3,536,30.4,1602
108,서울,2020-07-09,27.5,21.8,526,32.9,1449
108,서울,2020-07-10,24.5,22.7,2344,27.7,1
108,서울,2020-07-11,25.8,22.2,432,30.2,1406
108,서울,2020-07-12,23.5,21.7,2319,26,1235
108,서울,2020-07-13,18.7,17.7,615,21.7,1
108,서울,2020-07-14,20.3,17.2,416,24.3,1533
108,서울,2020-07-15,23.4,18.9,547,28.7,1703
108,서울,2020-07-16,25,20.4,454,29.7,1514
108,서울,2020-07-17,26,21.5,544,31.6,1433
108,서울,2020-07-18,26.1,22.8,529,31,1539
108,서울,2020-07-19,24,20.6,904,26.6,2201
108,서울,2020-07-20,23.8,22.4,2217,26.6,212
108,서울,2020-07-21,25,21.4,611,30.5,1533
108,서울,2020-07-22,23.7,22.6,2222,25.7,1501
108,서울,2020-07-23,21.1,18.5,2319,22.6,1
108,서울,2020-07-24,22.5,18.7,1,26.8,1625
108,서울,2020-07-25,24.3,22.3,235,29,1555
108,서울,2020-07-26,25.4,21.6,549,29.6,1614
108,서울,2020-07-27,24.3,22.9,611,25.5,1540
108,서울,2020-07-28,24.4,22.7,548,26.4,1447
108,서울,2020-07-29,23.7,22.6,925,24.9,1746
108,서울,2020-07-30,25.3,23.4,2324,28.4,1439
108,서울,2020-07-31,26.2,22.8,635,29.6,1319
108,서울,2020-08-01,25.3,24.3,546,26.9,1113
108,서울,2020-08-02,24.9,23.5,1855,26.4,1501
108,서울,2020-08-03,25,23.9,2002,26.3,142
108,서울,2020-08-04,27,25,1,29.4,1520
108,서울,2020-08-05,26.5,25.5,2346,29.1,1630
108,서울,2020-08-06,24.1,22.9,2357,26,1644
108,서울,2020-08-07,24.3,22.6,628,26.1,1536
108,서울,2020-08-08,24.2,22.7,432,26.1,1628
108,서울,2020-08-09,24.9,23.7,1,25.8,2330
108,서울,2020-08-10,26.5,24.7,2357,29.5,1331
108,서울,2020-08-11,24.6,22.4,536,27.3,1333
108,서울,2020-08-12,27.2,23.5,431,31.3,1405
108,서울,2020-08-13,28,26.3,506,30.3,1557
108,서울,2020-08-14,27.1,26.5,822,28,1147
108,서울,2020-08-15,26.1,25,729,27,1745
108,서울,2020-08-16,27.4,25.3,533,30.8,1441
108,서울,2020-08-17,28.2,26.1,459,32.2,1602
108,서울,2020-08-18,27.5,24,622,31.9,1543
108,서울,2020-08-19,27.1,23.6,514,31.4,1548
108,서울,2020-08-20,27.7,25,301,31.7,1310
108,서울,2020-08-21,26.6,25.2,543,29.2,1630
108,서울,2020-08-22,24.3,21.7,2342,27.6,1207
108,서울,2020-08-23,25.3,21.5,45,29.9,1555
108,서울,2020-08-24,27.8,23.7,554,32,1521
108,서울,2020-08-25,29.9,26,618,34.5,1452
108,서울,2020-08-26,30.2,27,552,34.5,1553
108,서울,2020-08-27,27.1,25.6,736,28.6,1611
108,서울,2020-08-28,27.3,26,551,29.7,1228
108,서울,2020-08-29,26.8,25.5,558,29,1612
108,서울,2020-08-30,26.8,24.4,2348,30.6,1423
108,서울,2020-08-31,26.4,23.8,107,30,1610
108,서울,2020-09-01,26.6,23.8,630,29.5,1459
108,서울,2020-09-02,24.3,22.6,2346,26.4,2
108,서울,2020-09-03,22.7,20,741,25.6,1420
108,서울,2020-09-04,23.3,19.9,325,27.5,1541
108,서울,2020-09-05,23.3,19.2,615,27.3,1529
108,서울,2020-09-06,21.7,19.5,2252,24.4,1449
108,서울,2020-09-07,19.2,17.5,751,20.6,2352
108,서울,2020-09-08,23.4,20.6,1,26.5,1419
108,서울,2020-09-09,21.1,19,1424,25.3,1258
108,서울,2020-09-10,22.8,18.8,623,27,1537
108,서울,2020-09-11,22.4,19.2,2357,27.1,1219
108,서울,2020-09-12,20.2,18.1,232,23.2,1541
108,서울,2020-09-13,21.5,16.7,618,26.6,1542
108,서울,2020-09-14,21.3,17.6,622,24.9,1236
108,서울,2020-09-15,23,18.9,627,27.7,1429
108,서울,2020-09-16,22.5,21.3,2327,24.9,1248
108,서울,2020-09-17,21.3,20.1,2333,23.6,1523
108,서울,2020-09-18,21.5,18.1,705,25.8,1444
108,서울,2020-09-19,21.2,17.6,2400,26.2,1436
108,서울,2020-09-20,19.7,15.6,630,24.9,1510
108,서울,2020-09-21,19.1,13.6,609,25.3,1449
108,서울,2020-09-22,20.2,15.5,618,25.6,1454
108,서울,2020-09-23,19.2,15.2,521,23.8,1359
108,서울,2020-09-24,20.6,16.8,606,25.4,1340
108,서울,2020-09-25,20.1,16.6,426,25.4,1433
108,서울,2020-09-26,19.3,14.8,537,24.8,1458
108,서울,2020-09-27,20.4,14.9,640,25.8,1340
108,서울,2020-09-28,20.7,15.7,528,26.5,1451
108,서울,2020-09-29,19.6,15.3,626,23.9,1623
108,서울,2020-09-30,19.6,16.2,647,25.7,1358
108,서울,2020-10-01,18.8,15.6,620,23.6,1445
108,서울,2020-10-02,19.2,16.3,353,21.9,1130
108,서울,2020-10-03,19.9,18.3,2338,23.2,1230
108,서울,2020-10-04,16.6,10.6,2350,21.8,1330
108,서울,2020-10-05,13.3,8.5,537,18.4,1555
108,서울,2020-10-06,14.2,9.3,627,19.7,1529
108,서울,2020-10-07,16,9.9,705,22,1558
108,서울,2020-10-08,17.2,12.1,621,23.1,1511
108,서울,2020-10-09,17.2,12.4,527,23.3,1508
108,서울,2020-10-10,16.9,12.3,543,21.5,1344
108,서울,2020-10-11,16.9,12.7,634,20.8,1155
108,서울,2020-10-12,16.2,12.1,2356,21.3,1411
108,서울,2020-10-13,13.6,8.6,627,18.4,1459
108,서울,2020-10-14,12.8,8.5,2400,18,1327
108,서울,2020-10-15,11.7,6.5,644,18.5,1433
108,서울,2020-10-16,11.8,8.6,615,15.4,1425
108,서울,2020-10-17,13.1,8.7,702,18.6,1508
108,서울,2020-10-18,13.6,7.2,630,20.2,1352
108,서울,2020-10-19,15.1,9.8,700,21.3,1440
108,서울,2020-10-20,15.2,9.9,647,21.7,1413
108,서울,2020-10-21,14.1,11.8,301,17.3,1529
108,서울,2020-10-22,13.5,8.4,2344,18.2,1451
108,서울,2020-10-23,8.6,5.4,713,13.3,1515
108,서울,2020-10-24,8.7,3.2,705,14,1538
108,서울,2020-10-25,11.8,5.4,708,18.2,1345
108,서울,2020-10-26,12.9,8,618,19,1354
108,서울,2020-10-27,14,9,653,19.4,1431
108,서울,2020-10-28,13.8,8.6,2359,18.2,1442
108,서울,2020-10-29,10.8,5.5,703,16.1,1328
108,서울,2020-10-30,11.9,5.8,731,19.6,1512
108,서울,2020-10-31,13.6,8.5,649,18.2,1431
108,서울,2020-11-01,13.7,11.6,2359,15,1
108,서울,2020-11-02,10.8,7.9,701,15.6,1432
108,서울,2020-11-03,5.1,2.7,623,8.6,1
108,서울,2020-11-04,4.9,0.2,714,10.8,1602
108,서울,2020-11-05,9.6,3.4,657,15.9,1541
108,서울,2020-11-06,13.5,9.9,657,17.2,1445
108,서울,2020-11-07,14.6,12.2,2312,18.1,1433
108,서울,2020-11-08,8.5,3.1,2359,12.4,26
108,서울,2020-11-09,5.5,0.7,708,8.9,1258
108,서울,2020-11-10,7.7,3.5,649,12.9,1505
108,서울,2020-11-11,9.3,3.5,718,16.5,1448
108,서울,2020-11-12,10.4,4.6,704,17.7,1331
108,서울,2020-11-13,12.2,8.5,613,17.6,1444
108,서울,2020-11-14,12.5,6.8,725,19.3,1459
108,서울,2020-11-15,11.1,8.2,709,14.9,1519
108,서울,2020-11-16,12.4,7.5,733,18.3,1438
108,서울,2020-11-17,15.9,11.7,429,20,1413
108,서울,2020-11-18,16.6,14.8,235,18.7,1439
108,서울,2020-11-19,13.6,6.9,2343,19.1,255
108,서울,2020-11-20,2.8,0.3,2356,7,1
108,서울,2020-11-21,6.5,-0.3,252,12.8,1428
108,서울,2020-11-22,5.6,1.5,2349,9.1,1
108,서울,2020-11-23,1.7,-1.5,738,5.9,1546
108,서울,2020-11-24,2.9,0.2,113,6.4,1627
108,서울,2020-11-25,4.6,0,732,9.5,1349
108,서울,2020-11-26,5.6,1.9,802,10.9,1435
108,서울,2020-11-27,4.1,0.6,2348,7.7,1310
108,서울,2020-11-28,-0.1,-2.3,734,2.8,1445
108,서울,2020-11-29,-0.6,-3.6,613,2.6,1356
108,서울,2020-11-30,-0.2,-3.6,609,4.3,1454
108,서울,2020-12-01,1.1,-3.6,729,6.7,1358
108,서울,2020-12-02,2.4,0.5,2337,6.1,1431
108,서울,2020-12-03,0.7,-2.3,2350,4.2,1359
108,서울,2020-12-04,-0.6,-4.6,701,4.4,1518
108,서울,2020-12-05,2.1,-2.2,724,6.6,1207
108,서울,2020-12-06,4.5,1.2,750,9.1,1349
108,서울,2020-12-07,3.4,-0.7,2354,6.3,1253
108,서울,2020-12-08,-0.5,-3.5,540,4.1,1408
108,서울,2020-12-09,1.5,-4.1,654,6.2,1346
108,서울,2020-12-10,5.8,3.2,756,9.3,1500
108,서울,2020-12-11,5.3,2.6,712,9.4,1342
108,서울,2020-12-12,2.3,-0.3,629,6.1,1432
108,서울,2020-12-13,-1.1,-6,2350,2,229
108,서울,2020-12-14,-7.7,-9.7,742,-5,1454
108,서울,2020-12-15,-8.3,-11.1,756,-4.6,1524
108,서울,2020-12-16,-8.3,-11.2,559,-3.9,1526
108,서울,2020-12-17,-4.9,-11.1,454,0.8,1531
108,서울,2020-12-18,-2.1,-6.4,2343,1.8,1425
108,서울,2020-12-19,-5.1,-9.6,728,-1.2,1540
108,서울,2020-12-20,-3.7,-8.2,714,1.1,1549
108,서울,2020-12-21,-1,-6,738,4.7,1500
108,서울,2020-12-22,2,-2.5,219,7.2,1444
108,서울,2020-12-23,4.5,-0.4,440,8.5,1441
108,서울,2020-12-24,2.6,-2,2340,6.1,108
108,서울,2020-12-25,-0.8,-4.7,755,3.5,1420
108,서울,2020-12-26,2.2,-2.1,404,8,1443
108,서울,2020-12-27,5.8,1.4,1,10,1412
108,서울,2020-12-28,6.7,4.2,826,11.4,1344
108,서울,2020-12-29,0.1,-6.2,2356,4.3,6
108,서울,2020-12-30,-10.9,-12.9,2222,-6.2,1
108,서울,2020-12-31,-8.9,-12.9,116,-5,1512
108,서울,2021-01-01,-4.2,-9.8,511,1.6,1447
108,서울,2021-01-02,-5,-8.4,805,-1.4,1346
108,서울,2021-01-03,-5.6,-9.1,536,-2,1238
108,서울,2021-01-04,-3.5,-8.4,656,0.3,1535
108,서울,2021-01-05,-5.5,-9.9,2356,-2.1,1
108,서울,2021-01-06,-7.4,-12,702,-1.9,1547
108,서울,2021-01-07,-14.5,-16.5,802,-8.4,1
108,서울,2021-01-08,-14.9,-18.6,812,-10.7,1450
108,서울,2021-01-09,-12.2,-16.6,614,-7.5,1602
108,서울,2021-01-10,-7.7,-12.8,538,-2.7,1406
108,서울,2021-01-11,-6.7,-9.6,502,-4,1452
108,서울,2021-01-12,-3.9,-9.3,657,-0.5,1417
108,서울,2021-01-13,2,-3,430,8.3,1458
108,서울,2021-01-14,1.7,-3.6,749,7,1506
108,서울,2021-01-15,4.5,-0.7,2357,9.9,1303
108,서울,2021-01-16,-4.9,-8.7,2349,-0.7,1
108,서울,2021-01-17,-5.5,-10.8,800,-1.3,1516
108,서울,2021-01-18,-3.8,-9.1,2356,0.2,1325
108,서울,2021-01-19,-6.3,-11.6,753,-0.2,1537
108,서울,2021-01-20,-0.1,-6.6,513,7.1,1559
108,서울,2021-01-21,4.5,2.5,1,7,1337
108,서울,2021-01-22,5.5,4.8,5,6.6,1356
108,서울,2021-01-23,7.6,4.8,12,12.2,1504
108,서울,2021-01-24,7.3,2.4,758,13.9,1510
108,서울,2021-01-25,7.9,3,542,13.9,1527
108,서울,2021-01-26,5.3,1.7,2357,7.4,1
108,서울,2021-01-27,1.7,-1.8,759,6.5,1400
108,서울,2021-01-28,-2.6,-9.7,2352,1.4,940
108,서울,2021-01-29,-8.8,-11.6,556,-4.9,1556
108,서울,2021-01-30,-1.6,-8.1,1,5.2,1614
108,서울,2021-01-31,3.2,-3.8,542,8.7,1517
108,서울,2021-02-01,5,-2.3,2357,9.5,1320
108,서울,2021-02-02,-5.6,-8.2,756,-2.4,1
108,서울,2021-02-03,-3.2,-9.4,335,1.4,1337
108,서울,2021-02-04,-3.6,-7.4,732,0.7,1554
108,서울,2021-02-05,1.4,-4.4,1,6.7,1532
108,서울,2021-02-06,6.8,4.3,1,9.5,1405
108,서울,2021-02-07,3.6,-2.6,2352,7.7,1441
108,서울,2021-02-08,-3.1,-5.4,734,0.2,1517
108,서울,2021-02-09,-0.9,-6.1,415,4.7,1551
108,서울,2021-02-10,3.4,-1.5,339,7.2,1509
108,서울,2021-02-11,5.5,1.3,615,10.9,1606
108,서울,2021-02-12,6.5,0.6,722,14,1507
108,서울,2021-02-13,7.6,1,758,15.9,1444
108,서울,2021-02-14,9.5,6.4,703,13.8,1244
108,서울,2021-02-15,1.2,-5.2,2339,8.2,1
108,서울,2021-02-16,-5.1,-7,2358,-1.3,1707
108,서울,2021-02-17,-8.3,-10.4,719,-5.2,1453
108,서울,2021-02-18,-5.8,-10.6,612,-0.4,1631
108,서울,2021-02-19,1.6,-7.1,537,8.9,1553
108,서울,2021-02-20,8.8,5.5,1,14.9,1545
108,서울,2021-02-21,10.8,4.7,723,17.4,1347
108,서울,2021-02-22,7.8,0.4,2358,12.6,1220
108,서울,2021-02-23,0,-3.1,733,4.3,1521
108,서울,2021-02-24,2.9,-3,720,10.1,1517
108,서울,2021-02-25,4.2,0.7,406,8.2,1527
108,서울,2021-02-26,8.2,0.5,721,15.8,1506
108,서울,2021-02-27,9.5,4.3,636,16.2,1601
108,서울,2021-02-28,7.8,3.2,717,10.8,1607
108,서울,2021-03-01,4.7,0.5,2324,9,1
108,서울,2021-03-02,2.3,0.2,352,6.9,1543
108,서울,2021-03-03,4.4,-1.2,656,9.9,1627
108,서울,2021-03-04,7.2,2.5,310,13,1559
108,서울,2021-03-05,9,3,729,16.2,1518
108,서울,2021-03-06,6.6,3.2,2357,11.6,1216
108,서울,2021-03-07,6.2,2.1,659,12.2,1423
108,서울,2021-03-08,7,1.5,706,13.9,1425
108,서울,2021-03-09,6.6,2.1,550,12.2,1433
108,서울,2021-03-10,8.8,1.7,704,17.1,1539
108,서울,2021-03-11,10.2,4.7,720,17.1,1436
108,서울,2021-03-12,10.5,7.2,2353,14.9,1240
108,서울,2021-03-13,9.2,4.6,650,14.2,1436
108,서울,2021-03-14,9.1,4.9,701,14.7,1541
108,서울,2021-03-15,10.6,5.1,602,15.7,1446
108,서울,2021-03-16,8.4,4.9,2356,13.1,1438
108,서울,2021-03-17,8.8,1.8,628,17.5,1613
108,서울,2021-03-18,11.7,5,540,18.4,1604
108,서울,2021-03-19,15.3,11.4,640,20.2,1510
108,서울,2021-03-20,9.9,7.4,2346,14.7,1
108,서울,2021-03-21,5.8,3.1,2355,8.6,1427
108,서울,2021-03-22,6.2,1.1,653,11.1,1349
108,서울,2021-03-23,9.1,2.5,518,16.4,1418
